,R,Q,A
917,9.083375762956907,2,0
61,3.5413842408153444,3,0
5420,7.659673817139743,2,0
8588,10.749660878102034,1,0
7469,2.9277825407464655,1,0
41,12.306787371621631,3,0
1849,1.9852669925521451,2,0
3914,5.208325982396845,2,0
2478,-2.8672792446832833,1,1
1060,-0.9368292232882496,1,1
7758,8.461063958509886,2,0
791,6.141577131252873,0,1
2644,0.4875886853321375,3,0
8343,2.4109722676504584,1,1
7490,-1.7423832230293956,1,1
1511,4.271825602676202,2,1
6038,5.741140554234001,1,0
1526,5.994081660405914,0,0
1997,5.470217871810249,3,1
2640,1.1606457782445023,2,1
8693,6.768399794050595,2,0
2218,4.699982603629904,1,0
7097,6.927811418297491,3,1
9554,4.504454579896555,3,0
3613,-1.7458147170731078,2,1
9017,5.056585541425491,0,1
5080,-3.892697338026508,1,1
3121,3.1309006903369667,2,0
7210,-0.5442362427893945,2,1
255,0.8789672159447341,0,0
8611,8.54933268983482,1,0
3789,9.84522861052769,3,1
2109,8.843478681351597,1,0
250,-4.18661089728892,2,1
421,7.062795190965295,2,0
2857,-0.5609350444394563,2,1
199,3.2823961878607353,0,0
6753,-0.9875043108424908,2,1
9204,12.611864467077769,0,0
1375,15.879987450398755,3,1
4988,4.614889976582102,2,0
5524,9.167706331004187,2,0
5585,-4.4872899055476365,2,1
8619,6.313929916105064,1,0
8203,25.85254266434616,1,0
8286,1.9606550312797273,1,1
7630,3.0541584569650673,2,0
2038,22.12229559918822,1,0
3778,6.6487773866385655,2,0
3709,11.177205947449748,1,0
9026,6.727524081374091,1,0
3159,1.964886812591653,1,0
3679,-1.8279326603207875,1,1
94,1.2231227804821074,2,1
8307,-1.7297646020432773,2,1
845,12.488815293048969,2,1
3251,14.675615714650945,2,0
2480,14.716233687275224,1,0
6672,3.542991939119518,0,0
8960,2.771385449610234,2,0
4209,1.8399113313420365,2,0
191,8.735528785355651,2,0
1521,6.446516934496026,2,0
3725,0.5924544609679554,3,1
3614,1.9917935195422554,2,0
254,-3.6666682450569423,2,1
1858,-2.9155261094877547,1,1
4530,6.95045221751945,2,0
774,0.9927162830412128,1,0
2187,0.7572952592716273,3,1
6056,0.9219084885817193,1,1
873,-0.377950695959699,2,1
1629,4.16261344989325,1,0
1148,6.669850304109027,1,0
2970,1.8426784936708833,1,0
7729,15.872365168077714,2,0
3222,7.348436740328173,2,1
5960,0.9595914867477138,2,1
3628,8.269716667397057,1,0
3973,0.256091179185467,2,1
1753,3.55580095403655,2,0
2071,0.7235803689657407,2,1
206,9.111578738658862,0,0
721,3.8958079301779094,1,0
3570,1.5188500846424544,2,0
1823,6.755519676348911,3,1
9353,2.109728484320699,2,0
2991,-3.8951923198831766,2,1
5865,5.741930198723658,2,0
4847,11.613874690109576,2,0
1940,1.8799553646292004,2,1
5775,0.5080464479330455,2,1
477,0.9630720973453997,1,1
1750,-3.270665668842552,2,1
1623,-1.5649167450399113,1,1
7780,3.4779658358814576,3,0
7774,-0.6581438087766669,0,1
752,3.8048020838257806,1,0
5059,-0.33758674887215,3,1
1300,-3.875740713094666,3,1
6882,1.4104905048962255,2,1
3014,15.450291193820071,3,0
449,6.997575777488272,1,0
9998,5.048140236448127,1,0
6297,7.98725333353309,2,0
1787,0.542447329936354,3,0
8179,4.991825956968184,2,0
9378,-4.880653610897614,2,1
1255,1.222508983527,2,0
9731,4.687437276770307,2,0
3929,15.327578696940247,2,0
8472,5.554677552755345,1,0
9472,2.0156792253764753,3,1
2943,5.891871937391696,1,0
742,2.991385930347584,1,0
7460,-2.5450757898103085,0,1
7504,10.522663856692557,1,0
4800,5.6342148255820454,0,1
6394,-2.6524872901368006,1,1
6759,4.082276929814217,3,0
9354,5.662240739951666,2,0
3005,5.426198635611008,1,0
5669,0.36692124373968227,2,1
2854,4.652242037880175,0,0
5800,1.5041460358268655,2,1
943,1.7323016833448355,0,1
6960,0.2168571841912268,1,1
8633,-1.2544812260330396,2,1
4600,3.1389252532505125,2,0
5162,4.809178829541754,1,0
5516,-0.14042596869847657,0,1
1946,-2.884997084632565,1,1
3311,1.6117996749166572,2,0
9406,14.710457423535203,1,0
5448,5.5865931552131975,2,1
6169,8.597961700027987,2,1
264,-2.4850346068978233,2,1
4431,-0.7434271534590842,1,1
8130,3.100815308994938,1,0
9733,2.309521619270538,1,0
4487,2.9352683610822856,3,0
9626,8.833601768717456,1,0
2613,-0.19070765758078778,2,1
6447,3.246259468774171,1,0
7071,2.929384085239013,2,1
4027,10.722711424413276,2,0
7281,2.849532247055588,1,0
2098,7.63113455903169,2,0
3185,0.114852545129704,1,1
9866,-3.3886875052058634,2,1
1872,6.173616906542728,1,1
7563,5.860959179650907,1,0
1989,1.1801975462871601,2,0
7458,10.964459334303616,1,0
3561,4.3685994367837235,2,1
6588,5.8457333359650745,2,0
694,4.451999881577793,3,0
8089,10.306547193619252,1,0
1709,6.29928424451605,0,0
8663,12.090389540479595,1,1
1976,-3.4821924565358033,1,1
5206,-1.8496317496318593,3,1
1094,7.302047215470523,1,0
9156,13.985430062183456,1,0
6702,-2.7106532071496243,1,1
1084,2.814357609015312,3,1
8357,7.104557964889927,2,0
9280,10.49517365926989,2,0
3792,11.847722447323257,2,1
4932,9.673711620836984,2,0
7530,8.221968162067006,2,0
9146,6.6835334925524315,2,0
2787,3.941606512287139,2,1
8612,-3.0630943777492305,1,1
903,-2.5004820286315,1,1
9068,0.9266775901175448,2,1
6957,4.044956670328263,2,0
8929,4.365924746099202,1,0
851,4.687523456023818,0,1
4077,5.172602462395025,3,0
9985,13.447509921045626,2,1
4112,1.3855137658336987,1,0
6848,-0.02798955247108026,1,1
1509,1.5633425430956187,1,1
9457,10.15059337140223,3,0
7822,8.410288457377227,0,1
5014,8.592767392201678,1,1
1336,5.846469008180035,2,0
7890,2.8133908166956028,3,0
7117,-0.12587233923630503,3,1
9921,5.544781549777573,2,0
8479,9.264530098249494,0,0
771,-1.527822391568979,1,1
3469,0.3345683894496947,0,1
3734,2.287581933109802,2,1
5649,1.4938067388915064,0,0
3319,5.547713463614665,3,1
9205,7.810488351993175,2,0
8641,4.518466517917005,2,0
3920,-0.8046348837290687,3,1
7800,8.37081910957276,2,0
591,4.067960267716844,1,0
4857,7.12143714590819,2,0
9667,5.24872318243948,1,0
540,-2.2295204129861643,2,1
745,7.344856651267419,3,0
4804,3.8945178767036635,0,0
3387,-1.901973291298658,1,1
2700,2.076300759237734,1,1
8884,6.747348102313197,1,1
5170,1.5585006822806946,2,1
2866,5.20900122545792,2,1
1028,1.1965046371025085,1,1
6717,4.117783143823932,1,1
5445,2.3865065627352733,2,0
876,1.562024960513412,1,1
9965,-2.9614730261549154,0,1
1550,-2.4285795014385645,2,1
7562,4.395788650548431,1,1
1404,6.809879130699934,1,0
3128,5.022177924884723,1,1
1348,10.251989306899723,3,0
6463,4.087559349762271,2,0
2818,2.57921481994436,3,0
2570,13.85097560662011,2,1
1414,16.51754331793276,0,1
3097,1.9966741246208404,0,1
5424,-3.3608802215017413,2,1
7713,-1.71108242929609,2,1
5125,0.8022725899173406,1,0
16,-1.9841465578457074,2,1
4943,-0.1958220027976676,1,1
4934,6.061912167636182,1,0
2072,3.056710403852036,2,0
9088,8.020975940084323,1,1
9685,2.3821727565799966,1,0
2189,8.607932450884773,2,0
751,0.5981713996423599,2,1
6911,10.820588035514708,1,0
5696,2.5450717328150416,2,1
3002,-0.07743886984057191,1,1
9526,3.2870247717688024,2,1
8494,1.1537080933386132,2,1
825,1.599278526389912,1,0
8828,-2.0149799633792997,0,1
5145,5.306546609136413,1,0
8505,-0.38887226896405735,1,1
5210,0.9444045009327118,2,1
9503,5.3169273350769775,3,0
1778,0.9370313213667956,1,0
8713,-2.520155510451333,3,1
9560,3.3425875357466155,1,0
2357,4.505498705028097,1,0
1499,7.816955930459946,0,0
580,0.8050096175146964,1,1
2263,2.6791100722576147,3,1
3843,0.3858009217984364,1,1
9570,-0.9754792588821184,1,1
5454,8.360729680564033,2,0
9021,2.4738244372673246,0,0
3637,3.9657805382462956,0,0
9240,5.25218497810581,1,0
6095,3.290076234013938,1,0
3114,-2.3545257231447394,2,1
5586,6.444607521636318,1,0
9833,2.2861893403528146,2,0
7638,-2.4646340930774917,0,1
3705,4.134372028204247,2,0
4539,0.8703892310519112,1,1
5196,2.9833890189213093,3,0
1320,3.1986943809823836,1,0
3022,8.014655948524606,3,0
2870,-0.15822686281895848,1,1
7251,8.709547017303596,2,0
9790,-1.853164974460336,2,1
366,2.015262260698863,2,0
9824,3.0418096441056655,0,1
3654,9.730912534584098,2,0
5717,1.4280696385879832,2,0
5167,-0.008663179630921114,0,1
7000,7.896250782089153,0,0
7346,11.063383004495865,1,0
9438,10.98052620228985,0,0
7913,2.5717137541475923,2,1
5138,5.924196208185819,0,0
9450,-3.2189031265209382,1,1
4890,3.6955543093659897,2,0
1302,7.200537481936017,1,0
9288,-3.164868962622669,1,1
9425,1.6839687548234092,1,0
8252,3.04068961750027,2,1
678,1.907324547219936,2,1
8970,-0.7241677020548458,1,1
8061,6.593883618340638,1,0
804,-3.0530645088980064,2,1
6797,-0.11535181362309999,2,1
1819,13.375456163109442,1,0
5697,5.206785530128573,0,0
693,5.1716077840594465,1,0
1271,-3.260017143237554,1,1
7426,8.728150409481104,0,0
1422,5.013084678190774,1,0
6627,4.172431415393048,1,0
8814,-2.1755394655284843,3,1
3386,5.520505772568185,2,1
8157,-1.8373870150180132,2,1
1524,5.170432204892519,2,0
2904,-4.024898428831081,2,1
2265,1.1497286886793745,3,0
2258,5.315481834335072,2,0
4309,-0.8077821911675098,1,1
1653,8.407299719219981,1,0
4806,4.483138565746804,2,0
705,0.9612045306935055,1,1
686,-2.232124868826271,1,1
4316,4.76034732737378,2,0
9995,4.050763389887365,1,1
2554,-0.3987386574946674,2,1
1193,-2.571292593584828,1,1
8282,-2.1404462374791304,1,1
8122,3.493456899720222,2,0
363,5.547789724320381,2,1
611,5.978009641246388,2,1
1680,0.22848557384063228,2,0
9031,-3.817833232260111,2,1
9846,18.30498677582468,1,0
9773,3.7475167244822494,1,0
2744,6.294986359979102,1,0
121,0.6193188399599441,3,1
4528,1.410881881131036,0,0
1784,2.3850466804258863,2,0
8634,13.421236940853834,2,0
6875,3.0387439240726604,0,0
4945,12.397768837396189,0,0
1282,2.965952789676596,1,1
7358,2.2347904336165896,1,0
834,2.2902373243742935,1,0
8655,1.9284847001116487,2,1
4468,-4.4169609404948105,1,1
6591,18.189072341443605,2,1
3712,-3.2871770377512637,2,1
7416,7.531163137530566,1,0
7033,6.13982556188917,3,0
8990,6.806298245874071,2,0
8439,-3.594357478018152,2,1
522,8.935642569041018,0,1
589,0.1486358263230212,2,1
4154,-2.3432950950413707,2,1
5567,5.498981250073321,0,0
2774,-2.34088865693945,2,1
3681,-3.480845087289632,0,1
2415,0.6335768785452656,2,1
4211,0.5058030969101182,2,0
8032,-2.738103199907187,3,1
1019,-4.5611633781229814,0,1
4723,0.0636856599531459,1,1
8087,11.313823034945132,1,0
2399,-4.4666744724848275,3,1
1584,5.903715011713469,0,0
4475,4.15328104225824,1,0
2060,9.113627690852915,1,0
9609,13.641612421233908,1,0
9518,-1.0965007714496378,2,1
6803,-2.4405467503698564,1,1
2606,3.354479187964426,1,1
8580,11.197463086950554,1,0
6337,0.425337357685615,2,0
1871,13.946148918019563,2,1
2772,17.812828304298566,2,0
7239,5.279486963484154,2,0
8931,-1.6576749027258373,3,1
8063,4.128515487967732,2,0
7181,6.356205164668195,2,0
9097,-1.927181281259668,1,1
643,-3.255320965054223,2,1
8745,1.2750129601816624,1,0
7796,-0.8522131977146987,1,1
711,7.489099326409255,2,0
2371,6.280269598124084,1,1
9556,5.064986960936236,3,0
9023,5.078924367190702,1,0
2514,4.199485196649444,0,1
7439,-3.14058247358326,2,1
803,-2.596840186641504,0,1
1442,5.228104535690994,3,0
2790,-0.0848560468905264,1,1
2987,0.6683042334376487,2,0
3202,-1.0240255767969586,1,1
5912,11.60401021355735,2,0
1874,-1.8815589699850448,1,1
6995,5.630617130964673,2,0
1402,1.5625642488510314,1,1
380,4.8742168825226795,2,0
4392,6.348797772163309,2,0
7872,12.983199155399479,1,0
9659,5.605115740869426,1,1
5141,4.192963298261597,2,1
3141,7.228636642883192,2,1
5222,6.127763898824542,3,0
8590,-2.038083744917265,2,1
111,7.111053345051875,3,0
5221,-1.7198001989832896,1,1
7748,1.4677476804120495,2,1
8078,-2.4376275781754435,2,1
544,12.935145931456697,1,0
4851,-2.662008921090278,0,1
6944,-0.5041667322362837,2,1
1761,3.8251651450922406,1,0
305,2.5514911314601205,2,1
9781,1.5020459802228974,0,1
2534,4.305735044249762,2,0
2183,-2.5851105623983637,1,1
8473,8.597278210568394,2,1
5057,-4.128116334253256,1,1
8689,-4.442803127909836,1,1
1220,2.0120872260276528,2,1
7287,5.6334541392892685,1,0
1181,2.4324179923159086,1,1
1090,3.029636165781459,1,0
5258,12.680323611325807,2,0
8194,1.3066751524990412,0,1
6611,5.855410400988934,1,0
9188,4.695014830207986,0,1
9937,4.249729039134749,1,0
2201,0.4943516099312983,2,0
9228,17.745800052415305,2,0
8782,13.100410425713601,1,0
9488,3.814601104142004,1,0
1034,1.9825359195936756,2,0
208,4.928641122718525,1,0
7123,2.5012736007824343,3,0
9719,8.26903845454554,2,0
9514,12.069436496123167,2,0
7014,5.0901691681036265,2,0
6698,7.775106513019335,3,1
2896,9.788706347950816,2,0
35,4.543629345408666,0,1
7222,8.947768518789553,2,1
7519,4.634927526412872,1,1
2563,4.175968443967486,1,0
4949,3.4671258106933687,0,0
2103,0.8672387491981439,0,1
4750,0.8634308064219027,1,1
2673,-2.4005576845370884,2,1
4660,1.8257007354802675,2,0
547,7.925198035643792,1,0
7582,0.09111816501497305,1,1
8238,0.8903717272032261,1,0
6953,11.19344825016163,2,0
3279,8.622194124911136,2,0
5943,9.221112841227441,1,0
7065,0.39061896297104526,2,0
9836,-4.166805240109264,1,1
6166,8.601221931962058,2,1
3726,-2.1995909907123856,1,1
297,-2.5771586497418486,2,1
4693,0.8296300753355879,1,0
1453,7.971617105676875,2,0
369,1.4744621450914588,1,0
3459,-1.1766587342689352,2,1
5224,2.619185090114467,0,1
1933,-1.2580785933277348,2,1
9249,3.7930804615044122,2,0
5056,4.748293777537551,1,0
8785,7.0725828054231075,0,0
1577,1.234566148073239,2,1
7886,12.986559366704748,1,0
131,-2.4356065677573913,1,1
5397,3.200904365555208,1,0
452,-3.1269679828060335,2,1
1408,3.551483040480913,2,0
7759,10.31976212465067,2,0
8441,-0.36704668898704806,2,1
4778,6.932350881747898,2,0
7200,-0.22519229483371284,1,1
9612,6.866686407942121,3,1
6986,-3.6863787983276204,1,1
4338,4.131146628219404,2,0
9700,3.678111211062712,2,0
8056,-1.0335451268180025,1,1
514,5.5900163672202225,0,0
2249,4.459522449267977,3,0
280,-2.8628243730173843,0,1
233,4.56937913193362,0,0
5096,5.897357743148807,1,0
5753,2.63743875721271,2,1
9873,5.5212019420854315,2,0
6336,6.778458634396868,2,0
5893,3.9058877134041268,0,0
4830,5.205930787008249,2,0
5683,3.451492528328526,3,1
1380,12.36792536762892,0,1
2601,2.663856785684265,2,1
4796,12.725184650523977,2,0
6378,2.1514925503731073,1,0
3861,13.258410897693715,0,1
9674,9.589884072377814,2,0
2989,7.3682646821959015,2,0
1605,15.095841177544493,0,0
3558,2.223634478823554,1,1
8662,3.596718219547242,1,0
2061,-2.570572757550701,1,1
8332,1.9665240459783826,1,1
7688,10.697825861876419,1,0
5383,5.601283230412168,3,0
3683,3.970733430292116,1,1
2858,2.581066664670272,2,0
6260,-1.0919541004416775,2,1
3371,10.349409083847183,2,0
2233,3.5914678585255526,3,1
6050,0.9248051806657092,3,1
1232,7.725729764617696,1,0
1370,2.1099588745101414,2,1
1583,1.825526390346365,0,0
4058,4.157437064079135,2,0
9955,2.3780924210729197,1,0
6616,-2.293751270311108,1,1
9538,4.137014831771953,2,1
525,-1.537384777894598,1,1
4173,-3.401992112007896,2,1
4956,3.588822696872219,2,1
5139,2.7373659930852448,1,1
209,3.963283630144257,1,0
4718,5.071025152606558,1,0
1667,2.1285236007769512,1,1
9067,-3.765243868931166,0,1
3039,6.861249525870415,2,0
7307,4.979377983153254,2,1
3890,3.5621983653493787,1,0
2136,4.972764490286409,2,0
4325,-2.6343939896038084,2,1
9772,2.677373338307433,2,0
9669,1.0593466420729807,2,0
6217,5.745191717551563,3,1
819,0.08283777080805876,1,1
5256,8.687822252516103,3,0
5264,12.51006474499247,2,1
5197,9.141050351062892,1,0
4369,-0.6463651634847212,2,1
328,0.5316686722215406,2,0
3818,5.994696838918546,2,1
1092,10.306713036618689,2,0
3394,16.49189739038618,1,0
9471,7.973306409320662,0,0
4001,10.878176549259619,1,1
9636,0.5613273364980111,2,1
86,1.0007494947299733,2,0
2428,5.406606587067408,1,1
9389,0.8112016822295146,2,0
5069,10.284713432444557,2,0
8523,4.556011735127518,1,0
2080,-2.53405046351394,2,1
9164,2.3094820316612554,1,0
982,5.981184560366014,1,0
2104,1.3198332643165622,1,0
8876,6.982024208707152,3,0
1040,-0.9072482640057515,0,1
9340,8.31656768191258,1,0
9006,8.316853188584492,1,0
9762,-3.3814691547516746,1,1
1815,0.5383721085982742,2,1
6683,7.431795566020468,1,0
8292,6.281054674002105,2,0
6145,8.730368500646314,0,0
6427,10.619433943363104,1,0
6894,-1.4847219033894037,0,1
3751,0.03411478709799809,1,1
2093,-1.1615595732341752,1,1
3952,-2.4411110292011644,1,1
9298,0.20784903556708478,0,1
4590,5.864375718836328,0,1
4702,14.877868193555258,2,0
6946,4.635092543318651,2,0
4271,-2.3147304484811557,1,1
3406,-0.601384553308332,2,1
2283,10.396730912884944,2,0
5115,1.6762533167671219,3,1
7792,7.856651881458154,3,1
1231,1.552448387897237,2,0
5859,-0.5271362350850088,0,1
5777,15.04737967419845,2,1
7641,-1.7646557926066633,2,1
2361,-0.2592272997296199,1,1
7159,3.6784157808726743,2,1
2840,7.096541214809472,1,0
3963,6.319389937513866,2,0
156,8.640208496882332,2,0
8997,10.136978293208685,1,0
649,1.5932910337689306,2,0
5305,12.794368649691489,2,1
8147,7.700539545615733,0,0
6047,-0.9605913134928787,2,1
974,1.8998333827084517,2,0
3591,6.418507473777565,2,1
513,4.380281209372632,1,0
389,6.718509216155422,1,1
1306,0.43766926977235887,2,0
5121,2.7234378589387944,2,0
425,-3.498778276648946,1,1
7738,3.947024538831627,1,0
14,-1.825917682837089,1,1
6418,6.516680925071238,2,0
5024,0.05484071621893083,1,1
1273,2.808124964772407,1,0
5379,2.6141436505117928,3,0
1585,-2.2969266944346045,2,1
2807,-2.9453572258221037,0,1
7993,1.406008505467799,1,0
7423,10.656162237957197,0,0
2092,4.440115262112059,1,0
7973,3.280203772622506,2,0
7179,10.589062648053657,2,0
2338,-3.9499578333477023,1,1
5741,3.0467352933548835,0,0
8137,4.489461224807798,3,1
8480,3.8661579566252398,1,0
1861,-4.226512114618176,3,1
2333,0.7624133638400656,2,0
2129,1.2500075463401337,1,0
2152,-1.3730225080064988,2,1
7384,2.909490800665961,2,1
6537,-4.101840464810449,2,1
4786,-0.13267559258656814,2,1
9875,10.39983827144755,0,0
6430,4.175566954044474,1,0
8527,1.5904681563015228,2,0
4727,-4.0146621002302885,1,1
310,2.876503099206271,2,0
0,2.18103816960771,0,1
155,1.9234049951670196,1,1
8629,2.3540855363712803,2,0
2134,2.6874983570589928,2,0
6275,4.302213230094218,0,0
4467,1.7235145328135186,1,0
7968,11.12302584711688,1,0
2655,3.5451109303727195,2,0
634,2.9523525571580507,1,0
4715,9.52418809401377,0,0
7077,2.440999320263142,1,0
8471,8.648316464151803,1,0
1459,0.3317367341207218,1,1
5606,-2.9175607860605997,1,1
8738,11.20701423928628,2,1
7488,7.597361757108118,1,0
8050,14.51462549315223,1,0
9856,1.0309322665684784,3,1
2116,-2.1721895417389594,3,1
3936,7.831748275289465,1,0
6921,6.218197901166369,1,0
833,2.954495711565615,2,1
7041,3.6387065351133234,2,0
3001,9.73939149895319,1,0
404,1.0696655481000668,1,0
1311,2.7905663856429515,2,1
7155,1.8993032886918577,2,0
9662,3.0036354905955447,1,0
9657,5.458853967145366,2,0
2177,-2.4349700838622947,2,1
3140,5.728437016672228,1,0
8759,9.236984189315638,3,0
3102,8.014027214510758,2,0
9673,5.766892061405201,2,0
9120,8.167516420681823,3,0
163,2.0117514794090123,2,1
1368,2.195695293838023,1,1
900,-0.6754303235418213,2,1
9932,2.4879570100472836,0,0
3450,3.0040682186658,2,0
7309,2.544642286196237,3,0
991,5.297880403758539,2,0
3268,7.932576756016554,1,0
3299,7.822264725821977,2,0
1921,0.47510629614175126,2,0
667,6.170031866903621,1,0
7244,-1.7066305617605066,2,1
4111,2.9714575237218295,1,0
322,1.4248167431205365,2,1
5176,8.24045651563005,2,0
2862,1.4633212695737496,2,0
7866,7.085729263890915,0,0
7743,12.32834399308301,1,0
691,2.8781904356639156,2,1
6607,6.37041435470403,3,0
4771,3.8444127115808135,2,0
4034,5.918374686971278,2,0
8469,-0.6142589118072515,1,1
5879,7.302705980057402,1,1
4644,3.454072547064616,3,1
5092,7.121013333192014,2,1
5997,2.661341171609539,3,0
3668,2.590306316074838,1,0
6864,0.5755534816172247,1,0
7027,-1.6207661429153895,0,1
9915,-1.3028422092647265,1,1
9223,2.9948813899877056,1,1
4940,2.8572900120065663,1,0
8376,-2.3278506058269324,2,1
8537,7.623741617550852,0,0
1298,3.2065387032388184,1,1
7427,5.6860321967681795,2,0
6289,3.6871491881330836,2,0
5417,2.2177718559989845,1,1
3025,-1.1614849997844061,2,1
5208,3.449174269442903,2,1
3906,-2.821363660692962,3,1
8015,4.8035780573821745,1,0
9043,2.2511111096896173,2,0
9960,3.957566392776809,3,0
4880,5.543068370478386,2,0
2737,5.989204925205597,1,0
202,-3.7728035747182744,0,1
2235,-1.4415241657119413,2,1
6193,2.1006684396442648,2,1
8639,7.630241111472465,1,0
6993,2.576551490775543,2,1
4239,13.021725085374719,2,0
4968,5.18543352267365,2,0
3083,3.685189542896348,3,0
4250,1.4024886327560688,0,1
3132,0.028569785965791183,2,1
8752,8.717766499152225,1,0
3059,7.021439606728574,1,1
7019,-0.3110217704211644,1,1
9507,8.696596623391429,1,1
689,-2.5876493536170515,3,1
3461,6.291575879964826,3,0
4784,2.2493941638017585,3,1
6903,4.137326215640465,1,1
7770,-1.6627845004821746,3,1
7609,12.190951694015205,1,1
4831,3.6692120680547227,1,1
6506,-4.457971594430243,0,1
4452,10.817618377802903,1,0
2631,6.6405004969848935,1,0
9126,5.933065011279142,2,0
9125,6.375731723975832,1,0
6313,3.7522237522410977,0,0
1036,6.843721473129462,3,0
7343,6.5279656895985685,0,0
8230,5.373684992710105,1,0
3447,6.529933118469872,3,0
7348,-2.911272177345081,2,1
1165,-3.240860681587463,0,1
2111,5.387895435333595,2,0
9,-4.352255169528243,2,1
6078,2.303959861150335,2,0
1191,6.005589382713778,2,0
3361,-0.1545913855753689,0,1
3173,12.704881284918239,0,0
9869,-0.6915305341417488,2,1
1792,0.7500409372151484,0,1
9493,3.100243186503283,1,0
7849,0.5410387008085049,1,1
2509,3.024075306683905,1,0
1938,6.375224355461915,3,1
7059,12.075170525068753,3,0
7939,-0.41550926433793034,2,1
1491,6.413175425967998,3,0
1644,1.9227729918706051,0,0
7087,0.41958268550929834,0,1
7399,1.0994421426367325,2,1
4304,3.455762117142326,2,0
2215,7.87583047174725,2,0
6068,-0.25189017070927733,2,1
5365,4.5568393823807005,2,0
3713,13.070569075208958,2,0
8482,1.8464651792023936,1,1
8495,-0.9398028705943986,1,1
3660,5.783866180720974,1,0
7851,4.174851662115023,0,0
9947,6.607937076388598,2,1
3604,4.715388482120655,1,0
7942,2.6169688701361853,2,1
7783,12.433571588387322,1,0
6699,6.982368667173052,2,0
3986,5.6483597879530345,0,0
9859,6.186302047907317,2,0
7995,-4.229965907469584,2,1
8429,0.7728729825055316,3,0
3487,9.827553550662023,1,0
2433,-3.081080982258735,2,1
9380,-2.0851348761325443,2,1
5573,4.763023353070736,2,0
1079,4.600786485422978,1,0
2222,-4.289404089874542,1,1
4899,1.92081357059843,0,0
3814,1.1984698306214039,2,1
2128,-0.5585258181698194,1,1
5405,4.418858620395257,2,1
8492,9.60040910832716,1,1
2324,-0.9285423601553351,2,1
7464,-3.39721306922776,2,1
4254,2.7129904653201993,0,0
7557,-2.3626497054482902,2,1
8806,3.064757536557188,1,1
8657,2.597223051594941,2,0
5691,8.868348602722435,3,1
4128,7.006776877605839,2,0
6746,2.8737313995947114,1,0
9410,3.2711927277240873,0,0
1922,5.930732766048797,1,1
1552,2.6767313947535873,0,1
4213,9.62749509314247,1,0
6783,3.9210975269465957,1,0
2329,2.4891475469020587,2,1
1961,4.862527644965676,2,0
3606,8.822241880968683,2,0
7575,-2.4761414818989995,3,1
699,2.5432574538396615,1,1
3672,4.841094263934722,3,0
4362,11.045373017652064,0,0
6514,3.7243971809751786,1,0
313,3.0819875808418686,3,0
6442,-2.39281628849055,0,1
4823,3.6821098080296832,0,0
884,-1.781860180510359,2,1
4870,8.336890802738115,2,0
9776,11.030053565282374,2,0
6121,2.5196688975754573,1,0
2781,3.315858776442049,1,1
5569,-3.31441811876366,1,1
5708,-2.4798720267785015,1,1
1396,2.108083819762374,1,1
212,-0.4095081979967512,0,1
6110,2.7592848365897393,1,0
5688,2.12980939664487,1,0
5553,6.156380812539123,3,0
3888,-2.8115010787182317,2,1
4626,11.005276046802715,2,0
6857,3.529583334121769,0,0
7338,9.526408249775693,2,0
3887,-3.9506945844531973,1,1
1891,1.4786759465917663,1,0
6642,4.784663709677876,3,1
586,-1.9090501502460535,1,1
7049,6.233579422194623,1,1
6735,-2.8001752417827332,0,1
3639,9.064321260442934,1,1
2766,2.661358025494696,2,0
7120,1.641342939428075,1,0
3489,5.112277364263518,1,0
727,2.236779550757271,2,1
7233,16.786564291311755,2,1
7561,-1.0547201343615198,2,1
2728,2.413626466551829,3,1
1270,8.119736710572171,2,0
1625,9.68749546463695,0,0
8005,13.177346947784546,2,0
2275,-0.8822958962469256,0,1
9463,3.7019327643654565,1,0
1391,1.4360321646410341,1,1
4224,7.920835988662161,1,0
5765,-3.9965598753084652,3,1
4460,4.045053876024744,3,1
3031,3.354977412430051,1,0
5414,1.7087987491857708,2,0
7315,4.942416761675218,1,0
3273,1.7301506713968298,2,1
538,2.9646378155378406,2,1
6754,15.067320068905303,1,0
5361,9.49463540890178,3,0
5250,3.83475839874831,2,1
6948,-1.8537373984856504,2,1
9924,8.742828270733176,2,0
703,0.13316979548191465,1,1
1427,9.116152933959834,2,0
8082,10.686346866369377,2,1
4243,9.071535315255273,1,0
2610,5.860810177875089,2,0
4601,19.214686800870346,0,0
5506,3.9222856265466,2,1
430,2.092801862974966,2,0
946,6.154633371940138,2,1
81,8.725626240046271,0,1
6558,8.079440120555315,2,1
3976,1.5172811240676942,3,0
9016,1.788814353661671,2,1
7404,9.26243499211645,2,0
8640,14.99583140096593,1,0
8853,-2.2142166092384215,2,1
1337,0.27340679853142547,2,1
2948,2.5670853603152595,2,0
6721,4.327669168996691,1,0
6761,-2.9421448500965974,1,1
6067,8.137272078090426,1,1
3608,4.841604379356715,2,0
7704,18.807684522993434,2,0
3067,-4.081297813612425,1,1
422,1.0585945780348247,2,1
9832,-3.0261292048407,2,1
3068,-1.673566717716315,1,1
7068,2.613511508042869,2,1
9935,-4.24522899531085,0,1
2802,-0.8034337716624389,3,1
562,4.817481738179088,1,0
4762,0.5928253826311977,1,0
642,14.369442068314042,1,0
9458,12.042996833335113,2,0
4483,6.170034513374944,2,0
9005,4.251201766492148,3,0
3182,-3.0478190864250934,1,1
